"id","nombre","precio_min","precio_max"
21650,"Sal Fina en Estuche Dos Anclas 500 Gr","1171.00","1219.00"
21651,"Fideos Municiones Matarazzo 500 Gr","1400.00","1509.00"
21652,"Galletitas Obleas Rellena Opera 55 Gr","545.00","571.99"
21653,"Dulce Leche Colonial La Serenisima 250 Gr","2049.00","2119.00"
21654,"Sal Fina en Estuche Dos Anclas 500 Gr","1171.00","1219.00"
21655,"Caramelos Miel y Menthol Halls 28 Gr","719.00","753.99"
21656,"Cafe Instantaneo Clasico Frasco La Virginia 170 Gr","5850.00","6269.00"
21657,"Arvejas Secas Remojadas La Campagnola 300 Gr","998.00","1071.00"
21658,"Gomitas Frutales Arcor Mogul 35 Gr","331.99","654.00"
21659,"Huevo de Chocolate Kinder Sorpresa Caja 40 Gr","3400.00","3605.00"
21660,"Chicle Fresh Sparkd Beldent 1 Un","609.00","705.00"
21661,"Porotos Colorados Secos Remojados Inalpa 300 Gr","800.00","1099.00"
21662,"Fideos Integrales Tirabuzon Matarazzo 500 Gr","1675.00","1730.00"
21663,"Galletitas Anillos Surtidos Terrabusi 300 Gr","1755.00","2313.00"
21664,"Fideos Municiones Matarazzo 500 Gr","1400.00","1509.00"
22066,"Chocolate Milka 150 Gr","5385.00","5549.00"
21665,"Gomitas Ositos Arcor Mogul 30 Gr","418.99","740.00"
21666,"Gomitas Frutales Mogul 220 Gr","2100.00","2269.00"
21667,"Sal Entrefina Parrillera en Estuche Dos Anclas 500 Gr","970.00","1015.00"
21668,"Cafe Torrado Equilibrado La Virginia 6 Un 1 Kg","14609.00","15899.00"
21669,"Yerba Mate Rosa Cachamate 500 Gr","1590.00","1775.00"
21670,"Yerba Mate en Saquitos Union 100 Un","3719.00","4349.00"
21671,"Mermelada Naranja Light Arcor 390 Gr","2069.00","2159.00"
21672,"Pure de Tomate Carrefour Tetrabrik 520 Gr","769.00","769.00"
21673,"Barra de Cereal Rellena con Frutilla Cereal Mix 26 Gr","623.00","970.00"
21674,"Edulcorante en Polvo Clasico en sobres Carrefour 50 Un","1590.00","1590.00"
21675,"Galletitas Vainilla con Chips de Chocolate Carrefour 300 Gr","2150.00","2150.00"
21676,"Cafe Molido Tostado Happy Day Cabrales 250 Gr","13939.20","16309.00"
21677,"Galletitas Vainilla Rellenas Limon Mana 152 Gr","1050.00","1283.00"
21678,"Mix Energetico 50 Gr","1490.00","1490.00"
21679,"Sopa Instantanea Choclo Carrefour Classic 5 Un","1790.00","1790.00"
21680,"Sal Entrefina en Estuche Celusal 1 Kg","1983.00","2066.00"
21681,"Cafe Instantaneo Intenso Frasco Morenita 100 Gr","3600.00","3709.00"
21682,"Gelatina en Polvo Light Sabor Frutilla Royal 25 Gr","1000.00","1083.60"
21683,"Esencia de Vainilla Alicante 100 Ml","1447.00","1509.00"
21684,"Chocolate Burbujas Combinado Milka Leger 100 Gr","3649.00","4379.00"
21685,"Chicles Fruta Top Line 6.7 Gr","339.00","429.00"
21686,"Yerba Mate Siluet Plus Cachamate 500 Gr","1475.00","2089.55"
21687,"Mayonesa Picante Tau 300 Gr","2770.76","3099.00"
21688,"Caramelos Sabor Cherry Halls 28 Gr","709.00","825.00"
21689,"Caramelos Cherry Menthoplus 30.6 Gr","699.00","745.00"
21690,"Galletitas Cracker Sandwich Light Carrefour Pack 3 Un 330 Gr","1590.00","1590.00"
21691,"Galletitas Obleas con Relleno de Limon Carrefour 100 Gr","709.00","709.00"
21692,"Yerba Mate con Palo sin TACC Carrefour 1 Kg","3690.00","3690.00"
21693,"Galletitas con Relleno de Chocolate Carrefour 97 Gr","699.00","699.00"
21694,"Caramelos Acidos Naranja Menthoplus 27.2 Gr","600.00","809.00"
21695,"Tableta de Chocolate Blanco con Oreo Milka 155 Gr","5385.00","5549.00"
21696,"Chupetines Tradicional Ring Pop 10 Gr","349.00","646.00"
21697,"Te en Saquitos Ensobrados Frutas Rojas Placeres Taragui 20 Un","1510.00","1630.80"
21698,"Alfajor de Arroz Dulce Leche Choco Crunch 21 Gr","484.80","685.00"
21699,"Oregano Dos Anclas 25 Gr","825.36","860.00"
21700,"Condimento para Carnes Sobre Alicante 25 Gr","1178.00","1179.00"
21701,"Alfajor Chocolate Negro Carrefour 50 Gr","599.00","599.00"
21702,"Tostadas Dulces Gruesas Carrefour 200 Gr","1250.00","1250.00"
21703,"Oregano La Campagnola 23 Gr","825.00","859.00"
21704,"Fideos Tallarines N7 Terrabusi 500 Gr","975.00","1005.00"
21705,"Galletas Pepas Tia Maruca 250 Gr","490.00","1529.00"
21706,"Semillas de Quinoa Doypack Genser 150 Gr","4499.00","4499.00"
21707,"Cebolla en Escamas Dos Anclas 50 Gr","2275.00","2845.00"
21708,"Snack Super Cono Queso Krachitos 110 Gr","3075.00","3075.00"
21709,"Caramelos Miel Rellenos Honey Arcor 140 Gr","1449.00","1591.99"
21710,"Galletitas Dulces Boca de Dama Terrabusi 170 Gr","789.00","849.00"
21711,"Cafe en Saquitos La Virginia 20 Un","5919.00","6389.00"
21712,"Gomitas Moras Mogul 150 Gr","2111.00","2525.00"
21713,"Grisines con Salvado Carrefour 200 Gr","1950.00","1950.00"
21714,"Edulcorante en Polvo Clasico en sobres Carrefour 100 Un","2290.00","2290.00"
21715,"Galletitas Sabor Chocolate sin TACC Santa Maria 200 Gr","1919.00","1999.00"
21716,"Mani Salado Sabor Aji y Limon Maniax 110 Gr","1900.00","2109.00"
21717,"Mini Alfajores Negro Carrefour Classic 6 Un","2650.00","2650.00"
21718,"Chicles Sabor Menta en Tableta 6.7 Gr","339.00","429.00"
21719,"Lentejas La Campagnola 195 Gr","1189.00","1289.00"
21720,"Galletitas Bañadas de Chocolate Tita Terrabusi 5 Un","2635.00","3245.00"
21721,"Edulcorante en Pastillas con Sacatina Sucaryl 300 Un","4887.48","7340.00"
21722,"Pure de Tomate Carrefour Tetrabrik 520 Gr","769.00","769.00"
21723,"Yerba Mate Suave Romance 500 Gr","2059.00","2543.00"
21724,"Galletitas Vainilla Rellenas Limon Mana 152 Gr","1050.00","1283.00"
21725,"Palmitos Trozados Carrefour 400 Gr","3090.00","3090.00"
21726,"Caramelos de Leche Butter Toffees Arcor 140 Gr","1560.00","1896.99"
21727,"Chicle Seven Strong 14.7 Gr","815.00","1030.00"
21728,"Edulcorante en Polvo Clasico en sobres Carrefour 50 Un","1590.00","1590.00"
21729,"Mermelada Naranja Light Arcor 390 Gr","2069.00","2159.00"
21730,"Atun en Lomitos en Aceite Carrefour Pack 3 80 Gr","4690.00","4690.00"
21731,"Chocolate Burbujas Combinado Milka Leger 100 Gr","3649.00","4379.00"
21732,"Caramelos Sabor Cherry Halls 28 Gr","709.00","825.00"
21733,"Yerba Mate en Saquitos Union 100 Un","3719.00","4349.00"
21734,"Bombon Chocolate Crash Oblibon 17 Gr","141.00","141.00"
21735,"Cafe en Capsulas Intenso Espresso La Virginia 10 Un","5299.00","7227.00"
21736,"Chicle Globo Beldent 10 Gr","609.00","705.00"
21737,"Barrita de Arroz Bañada Sabor Limon Lulemuu 12 Gr","424.00","424.00"
21738,"Galletitas Cracker Sandwich Light Carrefour Pack 3 Un 330 Gr","1590.00","1590.00"
21739,"Mayonesa Picante Tau 300 Gr","2770.76","3099.00"
21740,"Mix Energetico 50 Gr","1490.00","1490.00"
21741,"Gelatina en Polvo Light Sabor Frutilla Royal 25 Gr","1000.00","1083.60"
21742,"Tableta de Chocolate Relleno Dulce de Leche Carrefour 30 Gr","939.00","939.00"
21743,"Barra de Cereal Rellena con Frutilla Cereal Mix 26 Gr","623.00","970.00"
21744,"Te en Saquitos Ensobrados Frutas Rojas Placeres Taragui 20 Un","1510.00","1630.80"
21745,"Mani con Chocolate Conosur 150 Gr","1790.00","3109.00"
21746,"Te en Saquitos Earl Grey Virgin Islands 25 Un","2869.00","3059.00"
21747,"Yerba Mate en Saquitos Union 100 Un","3719.00","4349.00"
21748,"Galletitas Obleas con Relleno de Chocolate Carrefour 100 Gr","709.00","709.00"
21749,"Pionono Salado Classic 150 Gr","1590.00","1590.00"
21750,"Chocolate con Dulce de Leche Mecano 19 Gr","691.00","1160.00"
21751,"Galletitas de Arroz sabor Queso Snacks Gallo 100 Gr","1920.00","1979.00"
21752,"Alfajor Dulce de Leche Chocoarroz 6 Un 22 Gr","3709.00","4679.00"
21753,"Galletitas Vainilla Rellenas Limon Mana 152 Gr","1050.00","1283.00"
21754,"Oregano La Campagnola 23 Gr","825.00","859.00"
21755,"Talitas Cintitas con Semillas Carrefour 125 Gr","1190.00","1190.00"
21756,"Galletitas Original Criollitas Pack 3 300 Gr","1069.00","1089.00"
21757,"Dulce de Leche Repostero Carrefour Classic 400 Gr","2050.00","2050.00"
21758,"Mayonesa Picante Tau 300 Gr","2770.76","3099.00"
21759,"Cafe en Capsulas Intenso Espresso La Virginia 10 Un","5299.00","7227.00"
21760,"Sal Fina en Paquete Trilaminado Dos Anclas 500 Gr","1036.00","1079.00"
21761,"Gelatina en Polvo Light Sabor Frutilla Royal 25 Gr","1000.00","1083.60"
21762,"Filtro para Cafe N° 2 Carrefour 30 Un","3690.00","3690.00"
21763,"Salsa Caesar Carrefour 320 Gr","3490.00","3490.00"
21764,"Te en Saquitos Ensobrados Internacional Taragui 25 Un","2037.31","2384.00"
21765,"Mix Especias Italiano Alicante 12 Un 20 Gr","1139.00","1279.00"
21766,"Galletitas Cracker Sandwich Light Carrefour Pack 3 Un 330 Gr","1590.00","1590.00"
21767,"Fideos Guisero Codo Carrefour Classic 500 Gr","1190.00","1190.00"
21768,"Aceitunas Verdes en Rodajas Doypack Castell 180 Gr","1139.00","1375.00"
21769,"Grisines con Salvado Carrefour 200 Gr","1950.00","1950.00"
21770,"Aceitunas Negras Doypack Nucete 220 Gr","1149.00","1300.00"
21771,"Oregano Dos Anclas 25 Gr","825.36","860.00"
21772,"Caramelos Miel Rellenos Honey Arcor 140 Gr","1449.00","1591.99"
21773,"Yerba Mate Sin Palo 4Flex Taragui 1 Kg","5469.00","6489.00"
21774,"Caramelos Sabor Cherry Halls 28 Gr","709.00","825.00"
21775,"Cafe Molido Tostado Brasil Cabrales 250 Gr","13939.20","16299.00"
21776,"Sal Fina Dos Estrellas 500 Gr","749.00","749.00"
21777,"Mani Salado Sabor Aji y Limon Maniax 110 Gr","1900.00","2109.00"
21778,"Lentejas La Campagnola 195 Gr","1189.00","1289.00"
21779,"Chicles Sabor Menta en Tableta 6.7 Gr","339.00","429.00"
21780,"Condimento para Preparar Chimichurri La Campagnola 25 Gr","709.00","799.00"
21781,"Galletas Avena y Pasas Carrefour Classic 300 Gr","1790.00","1790.00"
21782,"Papas Fritas Originales Pringles 104 Gr","4550.00","4995.00"
21783,"Palitos de Maiz Queso Carrefour Classic 145 Gr","1490.00","1490.00"
21784,"Premezcla Pizza Blancaflor 1 Kg","1535.00","1729.00"
21785,"Edulcorante en Polvo Clasico en sobres Carrefour 50 Un","1590.00","1590.00"
21786,"Polvo para Preparar Flan Vainilla Godet 25 Gr","575.00","604.00"
21787,"Mermelada Naranja Light Arcor 390 Gr","2069.00","2159.00"
21788,"Galletas Marineras Light Don Pancho 220 Gr","1169.00","1329.00"
21789,"Harina 000 Tassara 1 Kg","769.00","779.00"
21790,"Pure de Tomate Tetrabrik Salsati La Campagnola 520 Gr","889.00","971.40"
21791,"Barra de Cereal Rellena con Frutilla Cereal Mix 26 Gr","623.00","970.00"
21792,"Pure de Tomate Carrefour Tetrabrik 520 Gr","769.00","769.00"
21793,"Chocolate Burbujas Combinado Milka Leger 100 Gr","3649.00","4379.00"
21794,"Mate Cocido en Saquitos Cachamate 25 Un","1653.70","1709.00"
21795,"Oregano Dos Anclas 25 Gr","825.36","860.00"
21796,"Perejil Deshidratado Dos Anclas 25 Gr","799.08","833.00"
21797,"Oregano La Campagnola 23 Gr","825.00","859.00"
21798,"Galletitas Original Criollitas Pack 3 300 Gr","1069.00","1089.00"
21799,"Mermelada de Ciruela Dulcor 454 Gr","1535.00","2305.00"
21800,"Chocolate con Dulce de Leche Mecano 19 Gr","691.00","1160.00"
21801,"Chupetines Frutales Mr Pops 125 Gr","1500.00","1628.99"
21802,"Galletas Avena y Pasas Carrefour Classic 300 Gr","1790.00","1790.00"
21803,"Sal Fina Dos Estrellas 500 Gr","749.00","749.00"
21804,"Salsa de Caramelo Dos Anclas 330 Gr","2450.00","2670.00"
21805,"Tostadas de Arroz Aireadas Carrefour 110 Gr","1090.00","1090.00"
21806,"Pionono Salado Classic 150 Gr","1590.00","1590.00"
21807,"Sazonador Romero y Tomillo Knorr 21 Gr","1979.00","2099.00"
21808,"Atun en Lomitos al Natural Carrefour 170 Gr","2390.00","2390.00"
21809,"Mani Salado Sabor Aji y Limon Maniax 110 Gr","1900.00","2109.00"
21810,"Premezcla Pizza Blancaflor 1 Kg","1535.00","1729.00"
21811,"Mani Japones 150 Gr","1500.00","1590.00"
21812,"Chocolate Burbujas Combinado Milka Leger 100 Gr","3649.00","4379.00"
21813,"Te en Saquitos Ensobrados Internacional Taragui 25 Un","2037.31","2384.00"
21814,"Filtro para Cafe N° 2 Carrefour 30 Un","3690.00","3690.00"
21815,"Te en Saquitos Earl Grey Virgin Islands 25 Un","2869.00","3059.00"
21816,"Mermelada Naranja Light Arcor 390 Gr","2069.00","2159.00"
21817,"Grisines con Salvado Carrefour 200 Gr","1950.00","1950.00"
21818,"Caramelos Miel Rellenos Honey Arcor 140 Gr","1449.00","1591.99"
21819,"Bizcochos Azucarados de Hojaldre Carrefour 180 Gr","1190.00","1190.00"
21820,"Mate Cocido en Saquitos Cachamate 25 Un","1653.70","1709.00"
21821,"Harina 000 Tassara 1 Kg","769.00","779.00"
21822,"Pure de Tomate Tetrabrik Salsati La Campagnola 520 Gr","889.00","971.40"
21823,"Yerba Mate Selection sin TACC Caja Carrefour 500 Gr","2490.00","2490.00"
21824,"Polvo para Preparar Flan Vainilla Godet 25 Gr","575.00","604.00"
21825,"Condimento para Milanesas Sobre Alicante 25 Gr","985.00","1029.00"
21826,"Edulcorante en Polvo Clasico en sobres Carrefour 50 Un","1590.00","1590.00"
21827,"Yerba Mate Burrito Arroyo Verde 500 Gr","1375.00","1700.00"
21828,"Mermelada de Frutilla Seleccion La Campagnola 390 Gr","4126.91","4745.94"
21829,"Te en Saquitos Ensobrados Frutas Rojas Placeres Taragui 20 Un","1510.00","1630.80"
21830,"Garbanzos 500 Gr","2450.00","2450.00"
21831,"Lentejas La Campagnola 195 Gr","1189.00","1289.00"
21832,"Tostadas Clasicas Carrefour 140 Gr","979.00","979.00"
21833,"Tostadas de Arroz Clasicas Carrefour 150 Gr","1350.00","1350.00"
21834,"Pure de Tomate Carrefour Tetrabrik 520 Gr","769.00","769.00"
21835,"Saborizador Hierbas y Especias con Bolsa para Horno Sobre Knorr 21 Gr","2009.00","2099.00"
21836,"Tableta de Chocolate Maxi Kinder 21 Gr","949.00","979.00"
21837,"Tableta de Chocolate Milk Arcor 12 Gr","360.00","434.00"
21838,"Chicles Sabor Menta en Tableta 6.7 Gr","339.00","429.00"
21839,"Semillas de Girasol Pipas 18 Gr","290.00","340.00"
21840,"Sopa Instantanea Choclo Carrefour Classic 5 Un","1790.00","1790.00"
21841,"Sal Fina Light Salero Dos Anclas 250 Gr","4244.00","4769.00"
21842,"Polvo para Preparar Bizcochuelo Chocolate Aguila 530 Gr","3168.00","3300.00"
21843,"Premezcla Pizza Blancaflor 1 Kg","1535.00","1729.00"
21844,"Chocolate Burbujas Combinado Milka Leger 100 Gr","3649.00","4379.00"
21845,"Saborizador Hierbas y Especias con Bolsa para Horno Sobre Knorr 21 Gr","2009.00","2099.00"
21846,"Mate Cocido en Saquitos Cachamate 25 Un","1653.70","1709.00"
21847,"Tableta de Chocolate Milk Arcor 12 Gr","360.00","434.00"
21848,"Harina 000 Tassara 1 Kg","769.00","779.00"
21849,"Caramelos Sabor Cherry Halls 28 Gr","709.00","825.00"
21850,"Yerba Mate La Cumbrecita 1 Kg","2750.00","4001.00"
21851,"Pionono Salado Classic 150 Gr","1590.00","1590.00"
21852,"Sal Fina Light Salero Dos Anclas 250 Gr","4244.00","4769.00"
21853,"Chocolate con Dulce de Leche Mecano 19 Gr","691.00","1160.00"
21854,"Alfajor de Arroz Dulce de Leche Chocoarroz 22 Gr","575.00","805.00"
21855,"Edulcorante en Polvo Clasico en sobres Carrefour 50 Un","1590.00","1590.00"
21856,"Te en Saquitos Ensobrados Frutas Rojas Placeres Taragui 20 Un","1510.00","1630.80"
21857,"Te en Saquitos Mandarina-Naranja-Pomelo La Virginia 20 Un","1895.00","1975.00"
21858,"Te en Saquitos Ensobrados Internacional Taragui 25 Un","2037.31","2384.00"
21859,"Cafe en Capsulas Intenso Espresso La Virginia 10 Un","5299.00","7227.00"
21860,"Galletitas con Chips de Chocolate Carrefour 170 Gr","1390.00","1390.00"
21861,"Aceitunas Verdes Descarozadas 160 Gr","1045.00","1099.00"
21862,"Mermelada Naranja Light Arcor 390 Gr","2069.00","2159.00"
21863,"Tableta de Chocolate Tres Sueños Cadbury 25 Gr","1080.00","1109.00"
21864,"Garbanzos 500 Gr","2450.00","2450.00"
21865,"Filtro para Cafe N° 2 Carrefour 30 Un","3690.00","3690.00"
21866,"Mermelada de Membrillo Cormillot Light 390 Gr","2150.00","2809.00"
21867,"Tostadas Clasicas Carrefour 140 Gr","979.00","979.00"
21868,"Alfajor Glaseado Terrabusi 6 Un 300 Gr","4029.00","4229.99"
21869,"Tostadas de Arroz Clasicas Carrefour 150 Gr","1350.00","1350.00"
21870,"Grisines con Salvado Carrefour 200 Gr","1950.00","1950.00"
21871,"Tableta de Chocolate Maxi Kinder 21 Gr","949.00","979.00"
21872,"Mate Cocido en Saquitos sin TACC Carrefour 25 Un","899.00","899.00"
21873,"Caramelos Miel Rellenos Honey Arcor 140 Gr","1449.00","1591.99"
21874,"Tableta de Chocolate con Leche y Mani Carrefour 30 Gr","939.00","939.00"
21875,"Galletas de Arroz con Sal Arrocitas 101 Gr","1150.00","1390.00"
21876,"Polvo para Preparar Bizcochuelo Chocolate Aguila 530 Gr","3168.00","3300.00"
21877,"Edulcorante en Polvo Clasico con Stevia en sobres Carrefour 50 Un","2150.00","2150.00"
21878,"Chocolate Blanco Graffiti 45 Gr","1099.00","1450.00"
21879,"Pure de Tomate Tetrabrik Salsati La Campagnola 520 Gr","889.00","971.40"
21880,"Sazonador Romero y Tomillo Knorr 21 Gr","1979.00","2099.00"
21881,"Miel Liquida de Pradera Carrefour 300 Gr","3690.00","3690.00"
21882,"Tostadas de Arroz Criollitas 110 Gr","2016.00","2100.00"
21883,"Condimento para Arroz La Parmesana 25 Gr","257.00","583.00"
21884,"Yerba Mate con Palo Sabor Menta sin TACC Carrefour 500 Gr","2290.00","2290.00"
21885,"Lentejas La Campagnola 195 Gr","1189.00","1289.00"
21886,"Chicles Sabor Menta en Tableta 6.7 Gr","339.00","429.00"
21887,"Pastillas Crerry Menthoplus Free 26 Gr","767.00","815.00"
21888,"Mate Cocido en Saquitos Nobleza Gaucha 50 Un","1659.00","1879.00"
21889,"Alfajor de Fruta Sol Serrano 40 Gr","362.00","460.00"
21890,"Fideos Cinta Spaghetti Carrefour Classic 500 Gr","1190.00","1190.00"
21891,"Filtro de Cafe Numero 2 Domestic 30 Un","3590.00","4199.00"
21892,"Pure de Tomate Tetrabrik Salsati La Campagnola 520 Gr","889.00","971.40"
21893,"Cintitas sabor Cebolla Carrefour 125 Gr","1190.00","1190.00"
21894,"Mermelada Naranja Light Arcor 390 Gr","2069.00","2159.00"
21895,"Edulcorante en Polvo Clasico en sobres Carrefour 50 Un","1590.00","1590.00"
21896,"Galletitas Original Criollitas Pack 3 300 Gr","1069.00","1089.00"
21897,"Tableta de Chocolate con Leche y Mani Carrefour 30 Gr","939.00","939.00"
21898,"Galletas de Arroz con Sal Arrocitas 101 Gr","1150.00","1390.00"
21899,"Edulcorante en Polvo Clasico con Stevia en sobres Carrefour 50 Un","2150.00","2150.00"
21900,"Chocolate Blanco Graffiti 45 Gr","1099.00","1450.00"
21901,"Miel Liquida de Pradera Carrefour 300 Gr","3690.00","3690.00"
21902,"Garbanzos 500 Gr","2450.00","2450.00"
21903,"Condimento para Arroz La Parmesana 25 Gr","257.00","583.00"
21904,"Te en Saquitos Earl Grey Virgin Islands 25 Un","2869.00","3059.00"
21905,"Pastillas Crerry Menthoplus Free 26 Gr","767.00","815.00"
21906,"Mate Cocido en Saquitos Nobleza Gaucha 50 Un","1659.00","1879.00"
21907,"Tostadas Clasicas Carrefour 140 Gr","979.00","979.00"
21908,"Te en Saquitos Ensobrados Frutas Rojas Placeres Taragui 20 Un","1510.00","1630.80"
21909,"Semillas de Girasol Pipas 18 Gr","290.00","340.00"
21910,"Tableta de Chocolate Maxi Kinder 21 Gr","949.00","979.00"
21911,"Nuez Moscada en Grano La Parmesana 2 Un","1363.00","2069.00"
21912,"Tostadas de Arroz Clasicas Carrefour 150 Gr","1350.00","1350.00"
21913,"Chocolate con Relleno Oreo Milka 100 Gr","4100.00","5018.00"
21914,"Chupetines Frutales Mr Pops 125 Gr","1500.00","1628.99"
21915,"Obleas Rellenas Bañada con Chocolate Bon o Bon 30 Gr","615.00","899.00"
21916,"Mermelada Light Durazno Emeth 420 Gr","1200.00","1795.00"
21917,"Sazonador Romero y Tomillo Knorr 21 Gr","1979.00","2099.00"
21918,"Te en Hebras Blen Especial Taragui 180 Gr","2359.00","2429.00"
21919,"Mermelada de Naranja Light Frasco Cormillot 390 Gr","2150.00","2319.00"
21920,"Polvo para Preparar Bizcochuelo Chocolate Aguila 530 Gr","3168.00","3300.00"
21921,"Pionono Salado Classic 150 Gr","1590.00","1590.00"
21922,"Papas Fritas Tradicionales Krachitos 170 Gr","2689.00","2829.00"
21923,"Chocolate con Dulce de Leche Mecano 19 Gr","691.00","1160.00"
21924,"Tostadas de Arroz Criollitas 110 Gr","2016.00","2100.00"
21925,"Te en Saquitos Ensobrados Internacional Taragui 25 Un","2037.31","2384.00"
21926,"Filtro para Cafe N° 2 Carrefour 30 Un","3690.00","3690.00"
21927,"Tostadas de Arroz sin Sal Carrefour 150 Gr","1350.00","1350.00"
21928,"Miel Organica Montecitos 500 Gr","1778.76","6545.00"
21929,"Alimento a Base de Miel La Clotilde 480 Gr","1719.00","2149.00"
21930,"Alfajor de Fruta Sol Serrano 40 Gr","362.00","460.00"
21931,"Aji Molido Sobre La Parmesana 50 Gr","850.00","1030.00"
21932,"Sopa Instantanea Light Zapallo sobres Carrefour 5 Un","1790.00","1790.00"
21933,"Yerba Mate La Cumbrecita 1 Kg","2750.00","4001.00"
21934,"Yerba Mate con Palo Sabor Menta sin TACC Carrefour 500 Gr","2290.00","2290.00"
21935,"Grisines con Salvado Carrefour 200 Gr","1950.00","1950.00"
21936,"Arroz Largo Fino 00000 Vanguardia 500 Gr","1370.00","1370.00"
21937,"Te Verde Ensobrado Taragui 40 Un","2365.00","2554.20"
21938,"Chicles con Fresh Sparks Sabor Mandarina Beldent 10 Gr","619.00","709.00"
21939,"Caramelos Miel Rellenos Honey Arcor 140 Gr","1449.00","1591.99"
21940,"Fideos Tirabuzones Carrefour 500 Gr","1190.00","1190.00"
21941,"Pastilla Uva y Mandarina Bull Dog 30 Gr","535.00","666.00"
21942,"Polvo para Preparar Bizcochuelo Chocolate Aguila 530 Gr","3168.00","3300.00"
21943,"Te Verde Ensobrado Taragui 40 Un","2365.00","2554.20"
21944,"Chicles con Fresh Sparks Sabor Mandarina Beldent 10 Gr","619.00","709.00"
21945,"Chicle Globo Frutilla Beldent 10 Gr","609.00","705.00"
21946,"Coctel de 5 Frutas en Lata Carrefour 820 Gr","2990.00","2990.00"
21947,"Alfajores Dulce de Leche Azucarado Vimar 38 Gr","352.00","352.00"
21948,"Tostadas de Arroz sin Sal Carrefour 150 Gr","1350.00","1350.00"
21949,"Tostadas de Arroz Criollitas 110 Gr","2016.00","2100.00"
21950,"Filtro de Cafe Numero 2 Domestic 30 Un","3590.00","4199.00"
21951,"Aji Molido Sobre La Parmesana 50 Gr","850.00","1030.00"
21952,"Tableta de Dulce de Leche Vauquita Tableta 25 Gr","700.00","769.00"
21953,"Alfajor de Fruta Sol Serrano 40 Gr","362.00","460.00"
21954,"Fideos Cinta Spaghetti Carrefour Classic 500 Gr","1190.00","1190.00"
21955,"Cintitas sabor Cebolla Carrefour 125 Gr","1190.00","1190.00"
21956,"Arvejas Partidas 500 Gr","1430.00","1490.00"
21957,"Yerba Mate La Cumbrecita 1 Kg","2750.00","4001.00"
21958,"Sazonador Romero y Tomillo Knorr 21 Gr","1979.00","2099.00"
21959,"Te en Saquitos Earl Grey Virgin Islands 25 Un","2869.00","3059.00"
21960,"Porotos Alubia al Natural Lata La Campagnola 300 Gr","1200.00","1269.00"
21961,"Duraznos Cubeteados Carrefour 820 Gr","2490.00","2490.00"
21962,"Semillas de Girasol Pipas 18 Gr","290.00","340.00"
21963,"Pionono Salado Classic 150 Gr","1590.00","1590.00"
21964,"Pastilla Uva y Mandarina Bull Dog 30 Gr","535.00","666.00"
21965,"Chocolate con Dulce de Leche Mecano 19 Gr","691.00","1160.00"
21966,"Ajo en Polvo Deshidratado Dos Anclas 20 Gr","728.04","759.00"
21967,"Especias Mix Criollo Alicante 108 Un 25 Gr","1139.00","1189.00"
21968,"Te Manzana y Canela en Saquitos Ensobrados La Virginia 20 Un","1895.00","2039.00"
21969,"Yerba Mate con Palo Sabor Menta sin TACC Carrefour 500 Gr","2290.00","2290.00"
21970,"Galletitas Original Criollitas Pack 3 300 Gr","1069.00","1089.00"
21971,"Mini Alfajores sin TACC con Dulce de Leche Carrefour 150 Gr","2890.00","2890.00"
21972,"Te en Saquitos Ensobrados Internacional Taragui 25 Un","2037.31","2384.00"
21973,"Atun en Lomitos en Aceite Carrefour 170 Gr","2390.00","2390.00"
21974,"Filtro para Cafe N° 2 Carrefour 30 Un","3690.00","3690.00"
21975,"Mini Galletitas 5 Semillas Carrefour 280 Gr","1080.00","1080.00"
21976,"Tostadas sin Sal Carrefour 140 Gr","979.00","979.00"
21977,"Tostaditas de Arroz sin Sal Agregada Criollitas 110 Gr","1990.00","2100.00"
21978,"Mermelada de Frutilla Arcor 454 Gr","2439.00","2703.36"
21979,"Galletitas Sandwich Carrefour Pack 3 330 Gr","1130.00","1130.00"
21980,"Galletitas Sabor Vainilla sin TACC Santa Maria 200 Gr","1919.00","1999.00"
21981,"Duraznos en Mitades Light Lata Carrefour 800 Gr","2490.00","2490.00"
21982,"Aceituna Verde 150 Gr","3590.00","3590.00"
21983,"Mate Cocido en Saquitos Taragui 40 Un 120 Gr","2607.00","2959.00"
21984,"Grisines con Salvado Carrefour 200 Gr","1950.00","1950.00"
21985,"Caramelos Miel Rellenos Honey Arcor 140 Gr","1449.00","1591.99"
21986,"Salsa de Aji Picante Dos Anclas 260 Gr","2217.89","2311.00"
21987,"Galletitas Mini Frolitas Carrefour 160 Gr","1090.00","1090.00"
21988,"Lentejas La Campagnola 195 Gr","1189.00","1289.00"
21989,"Caramelos Confitados Sugus 50 Gr","1495.00","1548.00"
21990,"Cintitas sabor Cebolla Carrefour 125 Gr","1190.00","1190.00"
21991,"Ajo en Polvo Deshidratado Dos Anclas 20 Gr","728.04","759.00"
21992,"Pastilla Uva y Mandarina Bull Dog 30 Gr","535.00","666.00"
21993,"Salsa de Aji Picante Dos Anclas 260 Gr","2217.89","2311.00"
21994,"Mermelada de Frutilla Arcor 454 Gr","2439.00","2703.36"
21996,"Galletitas Original Criollitas Pack 3 300 Gr","1069.00","1089.00"
21997,"Palmitos en Rodajas Carrefour 800 Gr","6150.00","6150.00"
21998,"Fideos Tirabuzon 3 Vegetales Matarazzo 500 Gr","1680.00","1730.00"
